URL,Provider,Title,ReviewStars,Number_of_review,Duration_Week,Duration_per_week,Cost,Description,Course_Level,Enrollment_Number
https://www.futurelearn.com/courses/introduction-to-cyber-security,The Open University,Introduction to Cyber Security,4.7,(473 reviews),8 weeks,3 hrs per week,Included in Unlimited,"This course will guide you through this technique for protecting information, from explaining encryption keys to exploring real-world uses of cryptography.",Introductory level,"336,324 enrolled on this course"
https://www.futurelearn.com/courses/programming-101,Raspberry Pi Foundation & National Centre for Computing Education,Programming 101: An Introduction to Python for Educators,4.8,(341 reviews),4 weeks,2 hrs per week,Included in Unlimited,"Ultimately, you’ll use your new coding skills to create your first program – which will be able to solve a simple problem.",Introductory level,"59,134 enrolled on this course"
https://www.futurelearn.com/courses/artificial-intelligence-technology-application,Taipei Medical University,Applications of AI Technology,4.5,(20 reviews),4 weeks,2 hrs per week,Included in Unlimited,"You’ll discover deep learning in week three, as you learn how self-flying drones are trained using VR. On the final week of the course, you’ll explore fisheries management, and learn how AI can keep ocean fisheries sustainable.",Intermediate level,"4,427 enrolled on this course"
https://www.futurelearn.com/courses/artificial-intelligence-in-bioinformatics,Taipei Medical University,Artificial Intelligence in Bioinformatics,4.4,(13 reviews),3 weeks,2 hrs per week,Included in Unlimited,You’ll put your learning into practice at the end of the course when you’ll be asked to organise and summarise data results for an academic paper in bioinformatics that’s fit for publication.,Introductory level,"2,609 enrolled on this course"
https://www.futurelearn.com/courses/industrial-application-in-precision-medicine-and-smart-healthcare,Taipei Medical University,Precision Medicine and Smart Healthcare: The Industrial Applications,,,5 weeks,2 hrs per week,Included in Unlimited,"Guided by the experts at Taipei Medical University, you’ll finish the course with a strong foundation of knowledge of precision medicine and smart healthcare.",Introductory level,5 weeks
https://www.futurelearn.com/courses/start-teaching-computing-in-primary-schools,Raspberry Pi Foundation & National Centre for Computing Education,Get Started Teaching Computing in Primary Schools: Preparing to teach 5 - 11 year olds,4.6,(31 reviews),4 weeks,2 hrs per week,Included in Unlimited,"The course, designed by the Raspberry Pi Foundation, is part of the National Centre for Computing Education, funded by the Department for Education.",Introductory level,"4,563 enrolled on this course"
https://www.futurelearn.com/courses/encryption-and-cryptography,Raspberry Pi Foundation & National Centre for Computing Education,Introduction to Encryption and Cryptography,4.7,(75 reviews),2 weeks,2 hrs per week,Included in Unlimited,The course includes several practical encryption activities which you can complete and use in your own classroom.,Introductory level,"12,771 enrolled on this course"
https://www.futurelearn.com/courses/networking-with-python-socket-programming-for-communication,Raspberry Pi Foundation & National Centre for Computing Education,Networking with Python: Socket Programming for Communication,4.7,(28 reviews),3 weeks,2 hrs per week,Included in Unlimited,"In the final week, you’ll design and create your own protocol for a networked quiz that you’ll program using Python. This final challenge will help you to consolidate and apply your learning from the course.",Intermediate level,"6,766 enrolled on this course"
https://www.futurelearn.com/courses/programming-102-think-like-a-computer-scientist,Raspberry Pi Foundation & National Centre for Computing Education,Programming 102: Think Like a Computer Scientist,4.7,(95 reviews),4 weeks,2 hrs per week,Included in Unlimited,"Ultimately, what you learn will build upon your foundational Python skills - preparing you to progress onto more advanced programming.",Intermediate level,"25,601 enrolled on this course"
https://www.futurelearn.com/courses/secondary-programming-pedagogy,Raspberry Pi Foundation & National Centre for Computing Education,Programming Pedagogy in Secondary Schools: Inspiring Computing Teaching,4.8,(32 reviews),3 weeks,2 hrs per week,Included in Unlimited,"In the final week of this course, you’ll see several of these pedagogies in action as you work on a rock-paper-scissors game, and think about how the teaching could be adapted for use with your students.",Intermediate level,"3,015 enrolled on this course"
https://www.futurelearn.com/courses/block-to-text-based-programming,Raspberry Pi Foundation & National Centre for Computing Education,Scratch to Python: Moving from Block- to Text-based Programming,4.7,(24 reviews),3 weeks,2 hrs per week,Included in Unlimited,The course will show you the power of text-based programming and give you the tools to support your students’ transition.,Intermediate level,"20,587 enrolled on this course"
https://www.futurelearn.com/courses/teach-computing-in-schools-creating-a-curriculum-for-ages-11-to-16,Raspberry Pi Foundation & National Centre for Computing Education,Teach Computing in Schools: Creating a Curriculum for Ages 11 to 16,4.8,(12 reviews),3 weeks,2 hrs per week,Included in Unlimited,"Studying with computing experts at the Raspberry Pi Foundation, you’ll learn how to create a high-quality curriculum for your computing classes, in a way that fits your setting and with a minimal workload.",Intermediate level,"1,427 enrolled on this course"
https://www.futurelearn.com/courses/teaching-physical-computing-to-5-to-11-year-olds,Raspberry Pi Foundation & National Centre for Computing Education,Teaching Physical Computing to 5- to 11-year-olds,4.8,(6 reviews),3 weeks,2 hrs per week,Included in Unlimited,"At the end of the course, you’ll create your own physical computing project involving a buggy to help cement your knowledge and put what you have learned into practice.",Introductory level,946 enrolled on this course
https://www.futurelearn.com/courses/physical-computing-raspberry-pi-python,Raspberry Pi Foundation & National Centre for Computing Education,Teaching Physical Computing with Raspberry Pi and Python,4.7,(37 reviews),3 weeks,2 hrs per week,Included in Unlimited,"In the final week, you will create a physical computing project of your own.",Introductory level,"44,867 enrolled on this course"
https://www.futurelearn.com/courses/computer-programming-for-everyone,University of Leeds & Institute of Coding,Computer Programming for Everyone,4.7,(891 reviews),2 weeks,2 hrs per week,Included in Unlimited,Featured in the UK government’s The Skills Toolkit collection.,Introductory level,"117,529 enrolled on this course"
https://www.futurelearn.com/courses/getting-started-with-your-raspberry-pi,Raspberry Pi Foundation,Getting Started with Your Raspberry Pi,4.8,(125 reviews),3 weeks,2 hrs per week,Included in Unlimited,Supported by Micron Technology.,Introductory level,"16,153 enrolled on this course"
https://www.futurelearn.com/courses/understanding-the-internet,Keio University & APIE (Asia Pacific Internet Engineering Program),Understanding the Internet,,,4 weeks,3 hrs per week,Included in Unlimited,"By exploring the challenges of an internet based society, you’ll finish this course understanding how the internet works and how it is operated, as well as how it is managed and governed.",Introductory level,4 weeks
https://www.futurelearn.com/courses/ai-for-legal-professionals-ii-,National Yang Ming Chiao Tung University,AI for Legal Professionals (II): Tools for Lawyers,,,4 weeks,3 hrs per week,Included in Unlimited,This course follows on from AI for Legal Professionals (I): Law and Policy.,Intermediate level,"1,489 enrolled on this course"
https://www.futurelearn.com/courses/introduction-to-networking,Raspberry Pi Foundation & National Centre for Computing Education,An Introduction to Computer Networking for Teachers,4.7,(113 reviews),3 weeks,2 hrs per week,Included in Unlimited,"On this course, you will learn to describe the different types of computer networks and understand how data can be transmitted securely. You will cover real world usage of networking technology to enhance your understanding. You will also become more familiar with how the internet works, including routing, DNS, and the World Wide Web.",Introductory level,"17,181 enrolled on this course"
https://www.futurelearn.com/courses/improving-computing-classroom-practice-through-action-research,Raspberry Pi Foundation & National Centre for Computing Education,Improving Computing Classroom Practice Through Action Research,4.9,(11 reviews),3 weeks,2 hrs per week,Included in Unlimited,"As well as planning a research project, you’ll also look at how you can analyse the data that you collect. You’ll then consider how the results of your research should inform your future practice.",Introductory level,"1,907 enrolled on this course"
https://www.futurelearn.com/courses/introduction-to-programming-with-scratch,Raspberry Pi Foundation & National Centre for Computing Education,Introduction to Programming with Scratch,4.9,(41 reviews),4 weeks,2 hrs per week,Included in Unlimited,"Then, you’ll bring all of your new programming knowledge and skills together to build your own game or animation using the tools and concepts you’ve learnt throughout this course.",Introductory level,"3,157 enrolled on this course"
https://www.futurelearn.com/courses/programming-with-guis,Raspberry Pi Foundation & National Centre for Computing Education,Programming with GUIs,4.6,(54 reviews),3 weeks,2 hrs per week,Included in Unlimited,"At the end of the course, you’ll put everything that you’ve learnt into practice to make an emoji-matching game.",Intermediate level,"10,297 enrolled on this course"
https://www.futurelearn.com/courses/teaching-data-information-to-5-to-11-year-olds,Raspberry Pi Foundation & National Centre for Computing Education,Teaching Data and Information to 5- to 11-year-olds,,,3 weeks,2 hrs per week,Included in Unlimited,You’ll then learn how to apply the knowledge and skills you have gained in your own setting.,Intermediate level,738 enrolled on this course
https://www.futurelearn.com/courses/computer-systems,Raspberry Pi Foundation & National Centre for Computing Education,Understanding Computer Systems,4.7,(70 reviews),3 weeks,2 hrs per week,Included in Unlimited,"You will learn what the computer operating system does and why you need it. You will also compare software and hardware, understand the importance of the central processing unit (CPU), and address factors that affect computer performance.",Introductory level,"12,981 enrolled on this course"
https://www.futurelearn.com/courses/plant-phenotyping-technologies,The University of Nottingham & University of Lincoln,Introduction to Plant Phenotyping Technologies,,,4 weeks,1 hr per week,Included in Unlimited,"By the end of this course, you’ll have been introduced to some phenotyping equipment, concepts and data, and thought about how to use this data to inform crop production.",Introductory level,4 weeks
https://www.futurelearn.com/courses/artificial-intelligence-fact-fiction,Coventry University & Institute of Coding,Artificial Intelligence: Distinguishing Between Fact and Fiction,4.3,(59 reviews),2 weeks,3 hrs per week,Included in Unlimited,"You will have the chance to examine Alan Turing’s scholarship following his codebreaking successes in World War II at Bletchley Park. You will also explore how John McCarthy coined the term ‘artificial intelligence (AI)’ and the current state of the art, including manufacturing and social robotics.",Open level,"8,045 enrolled on this course"
https://www.futurelearn.com/courses/begin-robotics,University of Reading,Begin Robotics,4.6,(50 reviews),4 weeks,3 hrs per week,Included in Unlimited,"If you’d like to find out more but don’t have Hawking’s brain or an advanced qualification in cybernetics, this course is for you. You won’t require a soldering iron, but you’ll explore the key components of robot design, control and behaviour through a series of simulations that will have you test driving an ERIC – our very own University of Reading mobile robot. You’ll command ERIC to explore its environment avoiding obstacles, follow a line, and act like a Braitenberg vehicle.",Introductory level,"68,090 enrolled on this course"
https://www.futurelearn.com/courses/ethical-hacking-an-introduction,Coventry University & Institute of Coding,Ethical Hacking: An Introduction,4.4,(50 reviews),2 weeks,3 hrs per week,Included in Unlimited,You’ll also explore the processes and legal framework of penetration testing and take part in a simple exploitation exercise in the first of a series of carefully-constructed scenarios designed to develop your ethical hacking skills.,Introductory level,"18,752 enrolled on this course"
https://www.futurelearn.com/courses/digital-transformation-e-commerce,Coventry University,Introduction to Digital Transformation and E-Commerce,3.9,(14 reviews),2 weeks,3 hrs per week,Included in Unlimited,"By the end of the course, you’ll have a deeper understanding of the challenges affecting digital businesses around the world today and the digital business management strategies that can help solve them.",Intermediate level,"2,703 enrolled on this course"
https://www.futurelearn.com/courses/cyber-security-landscape,Coventry University,The Cyber Security Landscape,4.6,(70 reviews),2 weeks,3 hrs per week,Included in Unlimited,"You will explore emerging cyber security risks, types of cyber attacks and the impact that they can have on organisations, and the specific threats posed by new technologies.",Introductory level,"7,900 enrolled on this course"
https://www.futurelearn.com/courses/how-computers-work,Raspberry Pi Foundation & National Centre for Computing Education,How Computers Work: Demystifying Computation,4.6,(89 reviews),4 weeks,2 hrs per week,Included in Unlimited,"Ultimately you’ll complete the course with an understanding of the processes that underpin every modern computer – from supercomputers to smartphones, and everything in between.",Intermediate level,"17,849 enrolled on this course"
https://www.futurelearn.com/courses/teaching-cybersecurity,Raspberry Pi Foundation & National Centre for Computing Education,Introduction to Cybersecurity for Teachers,4.8,(130 reviews),3 weeks,2 hrs per week,Included in Unlimited,"You will learn the different attacks that individuals and devices are vulnerable to and how to prevent them. You will explore malware, malicious bots, SQL injections, and physical threats to data. You will also build your knowledge of the different tools that protect data and websites. These include strong passwords, biometrics, two-factor authentication, and firewalls.",Introductory level,"12,771 enrolled on this course"
https://www.futurelearn.com/courses/introduction-to-databases-and-sql,Raspberry Pi Foundation & National Centre for Computing Education,Introduction to Databases and SQL,4.8,(179 reviews),3 weeks,2 hrs per week,Included in Unlimited,"Learning about databases and SQL is a key component of Computer Science, so it’s important for educators, students, and parents alike to feel confident about the subject.",Introductory level,"22,353 enrolled on this course"
https://www.futurelearn.com/courses/introduction-to-machine-learning,Raspberry Pi Foundation & National Centre for Computing Education,Introduction to Machine Learning and AI,4.9,(31 reviews),4 weeks,2 hrs per week,Included in Unlimited,"In the final week of the course, you’ll investigate neural networks; a type of machine learning inspired by the structure of the brain that is used by many state-of-the-art AI systems such as YOTI’s age determination algorithm.",Introductory level,"5,861 enrolled on this course"
https://www.futurelearn.com/courses/introduction-to-web-development,Raspberry Pi Foundation & National Centre for Computing Education,Introduction to Web Development,4.7,(164 reviews),3 weeks,2 hrs per week,Included in Unlimited,"In the final week, you’ll design and create a quiz web page and demonstrate your new skills by making your own website.",Introductory level,"39,952 enrolled on this course"
https://www.futurelearn.com/courses/object-oriented-principles,Raspberry Pi Foundation & National Centre for Computing Education,Object-oriented Programming in Python: Create Your Own Adventure Game,4.8,(144 reviews),4 weeks,2 hrs per week,Included in Unlimited,"If you’re an educator, you’ll also be able to develop ideas for using object-oriented programming in your classroom.",Introductory level,"60,310 enrolled on this course"
https://www.futurelearn.com/courses/programming-103-data,Raspberry Pi Foundation & National Centre for Computing Education,Programming 103: Saving and Structuring Data,4.8,(67 reviews),3 weeks,2 hrs per week,Included in Unlimited,"You will explore various common types of structured files, including CSV and JSON, and also find out how to connect to a SQL database to use it in your Python programs.",Intermediate level,"15,144 enrolled on this course"
https://www.futurelearn.com/courses/robotics-with-raspberry-pi,Raspberry Pi Foundation & National Centre for Computing Education,Robotics With Raspberry Pi: Build and Program Your First Robot Buggy,4.7,(22 reviews),3 weeks,2 hrs per week,Included in Unlimited,"You’ll examine the wider context of modern robotics, and think about how robotics affects society.",Intermediate level,"7,274 enrolled on this course"
https://www.futurelearn.com/courses/teaching-computing-systems-and-networks-to-5-11-year-olds,Raspberry Pi Foundation & National Centre for Computing Education,Teaching Computing Systems and Networks to 5- to 11-year-olds,4.8,(12 reviews),3 weeks,2 hrs per week,Included in Unlimited,"Young people also need to understand how to act on the internet - both for their own safety and to contribute to a pleasant online environment.  You’ll think about the skills and attitudes that young people need, and how you can help them develop these not only while teaching about computer networks, but also more generally across the curriculum.",Intermediate level,"1,489 enrolled on this course"
https://www.futurelearn.com/courses/teaching-programming-to-5-11-year-olds,Raspberry Pi Foundation & National Centre for Computing Education,Teaching Programming to 5- to 11-year-olds,4.8,(58 reviews),4 weeks,2 hrs per week,Included in Unlimited,"As well as undertaking several activities from the TCC during this course, you will use the knowledge you have gained to review a TCC teaching resource and adapt it for your learners’ needs.",Introductory level,"4,616 enrolled on this course"
https://www.futurelearn.com/courses/introduction-to-machine-learning-on-aws,AWS Training and Certification,Introduction to Machine Learning on AWS,,,2 weeks,4 hrs per week,Premium course,"Having been created by experts at AWS Training and Certification, this course is the go-to way to develop your knowledge and understanding of Machine Learning on AWS.",,This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals.
https://www.futurelearn.com/courses/how-to-use-a-drone-for-security-purposes,The Institute for Drone Technology,How to Use a Drone for Security Purposes,,,4 weeks,2 hrs per week,Included in Unlimited,"Drawing from their own experiences with security clients, The Institute for Drone Technology is uniquely positioned to teach you everything you need to know about using drones for security.",Intermediate level,4 weeks
https://www.futurelearn.com/courses/introduction-to-information-security-management,Universiti Malaya,Introduction to Information Security Management,,,2 weeks,2 hrs per week,Included in Unlimited,"You’ll explore how a data breach happens, information security vulnerabilities, and the differences between attacks and threats. You’ll also learn how risk connects with vulnerability and threat.",Introductory level,319 enrolled on this course
https://www.futurelearn.com/courses/architecting-solutions-on-aws,AWS Training and Certification,Architecting Solutions on AWS,,,4 weeks,6 hrs per week,Included in Unlimited,"Finally, you’ll wrap up your learning by understanding a multi-account strategy centred on security and cost.",Intermediate level,4 weeks
https://www.futurelearn.com/courses/intermediate-and-advanced-javascript,Packt & FutureLearn,Intermediate and Advanced Javascript,,,4 weeks,3 hrs per week,Premium course,"By the end of this course, you’ll have a working knowledge of complex operations you can achieve with JavaScript and their applications within web development. With these skills, you’ll be able to elevate your web projects, producing highly interactive web page content.",,This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals.
https://www.futurelearn.com/courses/neurociencia-y-metaverso,Universidad Pontificia Bolivariana,Neurociencia y Metaverso,,,4 weeks,3 hrs per week,Included in Unlimited,Este curso es importante para todos aquellos que quieren ir a la velocidad del cambio. Gran parte del éxito del internet y el desarrollo de las nuevas tecnologías consiste en el conocimiento de nuestra mente. Las realidades paralelas buscan expandir el ingenio y las fronteras humanas por eso en este curso revisaremos los cambios del cerebro y el conocimiento de este en las nuevas inmersiones tecnológicas.,Introductory level,4 weeks
https://www.futurelearn.com/courses/introduction-to-javascript-1,Packt & FutureLearn,Introduction to JavaScript,,,4 weeks,3 hrs per week,Premium course,"Now you are familiar with many of the core features of JavaScript, you could develop your skills further by taking the Intermediate and Advanced JavaScript course here.",,This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals.
https://www.futurelearn.com/courses/agile-workflows-in-localization,Lokalise Academy,Agile and Continuous Workflows in Localization,,,2 weeks,3 hrs per week,Included in Unlimited,"Guided by the experts at Lokalise Academy, you’ll finish the course with the skills to ensure effective localization using agile and continuous development workflows.",Introductory level,2 weeks
https://www.futurelearn.com/courses/doing-business-in-web3,"RMIT University, RMIT University Digital3 & RMIT Blockchain Innovation Hub",Doing Business in Web3,,,6 weeks,4 hrs per week,Included in Unlimited,"By the end of this course, you’ll be familiar with the business models and processes unique to the Web3 industry. With this knowledge, you’ll be able to plan your own start-up using Web3, understanding the risks and rewards of working with innovative and emerging technology.",Intermediate level,592 enrolled on this course
https://www.futurelearn.com/courses/introduction-to-ai-applications-in-pulmonary-medicine,Taipei Medical University,Introduction to AI Applications in Pulmonary Medicine,,,4 weeks,2 hrs per week,Included in Unlimited,"By the end of this course, you’ll have a thorough overview of the ways in which AI, machine learning, and IoT technologies are transforming clinical care and approaches to pulmonary diseases.",Introductory level,4 weeks
https://www.futurelearn.com/courses/cybercrime-prevention-and-protection,University of Liverpool,Cybercrime Prevention and Protection,3.3,(8 reviews),4 weeks,2 hrs per week,Included in Unlimited,"By the end of this course, you’ll understand cybersecurity measures used by individuals and organisations and be able to secure your networks and prevent attacks.",Intermediate level,788 enrolled on this course
https://www.futurelearn.com/courses/how-to-implement-industry-technologies,RMIT University & Siemens,How to Implement Industry 4.0 Technologies,,,3 weeks,3 hrs per week,Included in Unlimited,"By the end of this course, you will understand what Industry 4.0 technologies are and how your business can integrate these processes to become more efficient and effective in continuous data gathering and analysis.",Intermediate level,543 enrolled on this course
https://www.futurelearn.com/courses/artificial-intelligence,Accenture,Digital Skills: Artificial Intelligence,4.7,(1602 reviews),3 weeks,2 hrs per week,Free digital upgrade,"By the end of this course, you’ll understand AI development and its role in advancing processes across industry. Having evaluated your skill set, you’ll be able to develop a strategic plan to upskill and adapt to the impact of AI in your role.",,"Accenture are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get:"
https://www.futurelearn.com/courses/digital-skills-for-work-and-life,Accenture,Digital Skills: Digital Skills for Work and Life,4.7,(910 reviews),2 weeks,2 hrs per week,Free digital upgrade,You’ll finish this course understanding how digital technology has transformed our personal and professional lives and have gained valuable insights into how to adapt to the challenges and opportunities that digital advancements present.,,"Accenture are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get:"
https://www.futurelearn.com/courses/digital-skills-mobile,Accenture,Digital Skills: Mobile,4.6,(236 reviews),3 weeks,2 hrs per week,Free digital upgrade,"By the end, you’ll have a sound understanding of mobile technology, its benefits, and the skills and techniques to develop an effective mobile app.",,"Accenture are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get:"
https://www.futurelearn.com/courses/digital-skills-social-media,Accenture,Digital Skills: Social Media,4.7,(1296 reviews),2 weeks,3 hrs per week,Free digital upgrade,"As well as looking at examples of different social media channels, you’ll explore some top tips for using them and how to measure success. You’ll also learn about some of the social media management tools that can help you succeed.",,"Accenture are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get:"
https://www.futurelearn.com/courses/digital-skills-user-experience,Accenture,Digital Skills: User Experience,4.7,(1191 reviews),3 weeks,2 hrs per week,Free digital upgrade,"By the end of this course, you’ll understand the main tasks of a UX designer and be able to explain the value of high-quality UX design and its impact on product delivery. You’ll also have gained useful insights to prepare you for kickstarting your own career in UX.",,"Accenture are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get:"
https://www.futurelearn.com/courses/aws-cloud-migration,AWS Training and Certification,Migrating to the AWS Cloud,,,4 weeks,4 hrs per week,Included in Unlimited,"Throughout the course, you’ll be guided by the specialists at AWS Training and Certification. With their expertise, you’ll finish the course with the knowledge and confidence to follow the AWS Cloud adoption framework and successfully migrate to the AWS Cloud.",Intermediate level,4 weeks
https://www.futurelearn.com/courses/designing-human-centred-ai-products-and-services,Hanyang University,Designing Human-Centred AI Products and Services,,,6 weeks,2 hrs per week,Included in Unlimited,"Guided by the experts at Hanyang University, you’ll finish the course with the knowledge of how to make a user-centred AI system. You’ll have an understanding of the limitations of AI and how a human’s judgement can help to reduce such limitations, leading to successful human-centred AI systems.",Introductory level,392 enrolled on this course
https://www.futurelearn.com/courses/introduction-azure-architect-technologies,FutureLearn,Designing Infrastructure Solutions with Microsoft Azure Architecture,,,5 weeks,4 hrs per week,Included in Unlimited,"By the end of this course, you’ll be able to design business solutions using Azure architecture and be ready to take the AZ-305 exam, demonstrating your skills as an Azure Solutions Architect.",Introductory level,5 weeks
https://www.futurelearn.com/courses/azure-for-data-engineer,FutureLearn,Introduction to Data Engineering with Microsoft Azure 1,,,6 weeks,4 hrs per week,Included in Unlimited,"By the end of this course, you’ll have gained the introductory knowledge in preparation for the DP 203 exam. By continuing your learning with Introduction to Data Engineering with Microsoft Azure 2, you’ll equip yourself with all the necessary knowledge to pass the exam and progress your career in data engineering.",Introductory level,378 enrolled on this course
https://www.futurelearn.com/courses/azure-data-for-engineer-part-2,FutureLearn,Introduction to Data Engineering with Microsoft Azure 2,,,6 weeks,4 hrs per week,Included in Unlimited,"You’ll finish this course understanding how Microsoft Azure can be used to optimise data engineering operations. Having completed both courses, you’ll be equipped to take the DP-203 exam and develop a career as a data professional.",Introductory level,6 weeks
https://www.futurelearn.com/courses/ms-azure-ai-fundamentals,FutureLearn,Introduction to Microsoft Azure AI Fundamentals,,,5 weeks,4 hrs per week,Included in Unlimited,"By the end of this course, you’ll understand how to use Azure services to assist your AI processes and be ready to take the AI-900 exam, demonstrating your knowledge of AI and machine learning.",Introductory level,620 enrolled on this course
https://www.futurelearn.com/courses/ms-azure-fundamentals,FutureLearn,Introduction to Microsoft Azure Fundamentals,,,5 weeks,4 hrs per week,Included in Unlimited,"By the end of this course, you’ll have gained the essential knowledge needed to pass the AZ-900 exam and have the skills to assess business needs and the relevant cloud solutions.",Introductory level,626 enrolled on this course
https://www.futurelearn.com/courses/medtech-ai-and-medical-robots,University of Leeds,MedTech: AI and Medical Robots,4.7,(18 reviews),2 weeks,5 hrs per week,Included in Unlimited,"You will also explore how artificial intelligence is used in surgical procedures, to improve precision diagnostics, in exoskeleton technology, and even for patient care.",Introductory level,"9,989 enrolled on this course"
https://www.futurelearn.com/courses/medtech-digital-health,University of Leeds,MedTech: Digital Health and Wearable Technology,4.4,(17 reviews),2 weeks,5 hrs per week,Included in Unlimited,"You will also study the types of wearable devices and sensors patients use and why. As you look to the future of this technology, you will consider the impact of the miniaturisation of implantable devices, and the challenges around devices’ use of big data on healthcare systems.",Introductory level,"5,164 enrolled on this course"
https://www.futurelearn.com/courses/a-beginners-guide-to-kubernetes-for-container-orchestration,Packt & FutureLearn,A Beginner's Guide to Kubernetes for Container Orchestration,,,3 weeks,2 hrs per week,Premium course,"By the end, you’ll have developed the practical skills and theoretical knowledge to thrive as a DevOps engineer.",,This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals.
https://www.futurelearn.com/courses/a-beginners-guide-to-vcs-and-git,Packt & FutureLearn,A Beginner’s Guide to VCS and Git,,,1 week,2 hrs per week,Premium course,"You’ll have a profound understanding of Git’s branching workflow, and how to use it in the best possible way in your projects.",,This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals.
https://www.futurelearn.com/courses/advanced-agile-with-scrum-and-kanban-sc,"University of California, Irvine",Advanced Agile with Scrum and Kanban,,,7 weeks,3 hrs per week,Included in Unlimited,"Guided by industry experts in the technology sector, you’ll finish the course with both theoretical and practical knowledge to help you implement advanced Agile methodologies.",Advanced level,7 weeks
https://www.futurelearn.com/courses/how-to-develop-a-cloud-procurement-strategy,AWS Training and Certification,How to Buy Cloud - Strategies for Cloud Procurement,,,3 weeks,2 hrs per week,Included in Unlimited,"By the end of this course, you’ll have the skills to plan a cloud procurement strategy that meets the needs of your organisation, understanding the cloud’s impact across all areas of your business.",Intermediate level,3 weeks
https://www.futurelearn.com/courses/introduction-to-automated-testing-solutions-using-python-and-selenium-webdriver,Packt & FutureLearn,Introduction to Automated Testing Solutions using Python and Selenium WebDriver,,,3 weeks,4 hrs per week,Premium course,"You’ll finish this course by completing an end-to-end practice project, demonstrating the skills you’ve developed and giving you experience of test automation in action.",,This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals.
https://www.futurelearn.com/courses/scaling-agile-sc,"University of California, Irvine",Scaled Agile,,,7 weeks,3 hrs per week,Included in Unlimited,"Guided by a collection of industry experts, you’ll create scaling Agile journals with resources and plans for future use.",Introductory level,7 weeks
https://www.futurelearn.com/courses/digital-skills-web-analytics,Accenture,Digital Skills: Web Analytics,4.7,(624 reviews),2 weeks,3 hrs per week,Free digital upgrade,"As you round off the course, you will learn how to apply web analytics in a business setting, looking particularly at Google Analytics for beginners. You’ll learn how to use Google web analytics for a variety of business-related tasks.",,"Accenture are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get:"
https://www.futurelearn.com/courses/hosting-simple-web-applications-using-amazon-lightsail,AWS Training and Certification,Hosting Simple Web Applications Using Amazon Lightsail,,,2 weeks,4 hrs per week,Included in Unlimited,"By the end of this course, you’ll have an introductory knowledge of AWS Lightsail and its functionality within the building, deployment, and management of your web apps.",Introductory level,2 weeks
https://www.futurelearn.com/courses/introduction-to-bash-script-automation,Packt & FutureLearn,Introduction to Bash Script Automation,,,5 weeks,3 hrs per week,Premium course,"By the end of the course, you’ll have become well-versed in Bash shell scripting and developed the skills to automate repetitive tasks.",,This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals.
https://www.futurelearn.com/courses/test-automation-frameworks-with-selenium-webdriver-and-python,Packt & FutureLearn,Test Automation Frameworks with Selenium WebDriver and Python,,,2 weeks,3 hrs per week,Premium course,"Bringing your learning together, you’ll understand how to implement various frameworks within your automated test processes to save time, without reducing the quality of your tests.",,This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals.
https://www.futurelearn.com/courses/a-beginners-guide-to-creating-a-webvr-experience-using-aframe,VR Voom,A Beginner’s Guide to Creating a VR Experience,,,5 weeks,2 hrs per week,Premium course,"By the end of this course, you’ll have a solid understanding of the processes and applications involved in creating VR experiences. With this knowledge, you’ll be able to develop more complex ideas and advance your VR designs, having gained the fundamental skills to create VR content from scratch.",,This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals.
https://www.futurelearn.com/courses/a-beginners-guide-to-docker,Packt & FutureLearn,A Beginner’s Guide to Docker,,,2 weeks,3 hrs per week,Premium course,By the end of this course you’ll be able to identify the advantages of containerised applications and be able to demonstrate how to work within Docker to optimise a container’s lifecycle.,,This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals.
https://www.futurelearn.com/courses/advanced-skills-in-version-control-with-git-and-github,Packt & FutureLearn,Advanced Skills in Version Control with Git and GitHub,,,3 weeks,2 hrs per week,Premium course,"By the end of this course, you’ll understand a wide variety of complex operations within Git and GitHub. With this knowledge, you’ll be able to streamline your file management and develop innovative approaches to your source code development.",,This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals.
